	Per21	Per7	Per8	Per9	Per20	Per13	Per18	Per17	Per5	Per10	Per11	Per1	Per12	Per6	Per14	Per2	Per3	Per4	Per15	Per16	Per19	Liv1	L6	L5	TD3	TD2	TD1	L1	L2	TD4	L3	L4	PerOv1	P1	P6	P7	P8	P2	P3	P9	P4	P5	N1
L3	0.494672373126345	0.210835710877051	0.118015978523164	0.366820454991577	0.260891187237556	0.456885397493503	0.139975215848708	0.59257504347708	0.169541579674185	0.189682994588692	0.235565236457891	0.289531066181745	0.290218469045166	0.2155951250328	0.272703131083898	0.279672742985023	0.140739885071248	0.132511906568172	0.300170578867072	0.222603326452357	0.215232475539044	0.229144072821603	0.415474532301713	0.230644226687941	0.452663418370717	0.15203665912513	0.22216248248692	0.169675063667644	0.263711288405723	0.403176473689031	0	0.159464017370873	0.098818290539009	0.419801460177051	0.167986254684893	0.146902592636494	0.158531066000282	0.213172710334048	0.206845397340482	0.572285153440744	0.17402113188834	0.180905024095173	1.0471975511966
L4	0.4245388015094	0.264904957922531	0.111940508759811	0.35004606699983	0.261827122708065	0.54502650988256	0.234769505468143	0.6262653093323	0.242017677215343	0.143925766686878	0.249747493973721	0.207918288026796	0.22888587154542	0.229049480763583	0.313685017210004	0.255549424472053	0.189522593605618	0.193229608232307	0.334850191398629	0.286559474392846	0.269565423177019	0.212890013579529	0.465670853519531	0.299900973242078	0.382831582282014	0.155308958841544	0.258825784289117	0.156816747863598	0.333882984208526	0.342714374699657	0.159464017370873	0	0.111858509104227	0.413254991773754	0.130354785476078	0.137117113079882	0.199535616877573	0.171326075671636	0.16142061725581	0.524155154210956	0.148272676674344	0.188320893895761	1.0471975511966
PerOv1	0.444192156794727	0.223244158449358	0.0879987927532915	0.353082761902839	0.276071100052187	0.492062538542794	0.188354830124198	0.61057858733253	0.209066744858542	0.154753802249937	0.235582375922175	0.248115958432363	0.269111073666425	0.199794901258523	0.281209588168011	0.250446728426013	0.156455338829592	0.142941273837572	0.311156106742013	0.253757715283523	0.23306782809197	0.175162151796804	0.439969352608002	0.262385259503158	0.434507063345988	0.12962602560104	0.197423604796049	0.128533436490565	0.273346190957974	0.383309523929455	0.098818290539009	0.111858509104227	0	0.397601566273328	0.130000740819724	0.128670104558052	0.127339059225888	0.17972480003718	0.136597389471657	0.549432556425681	0.123997336129223	0.136264746069076	1.0471975511966
P1	0.385908030740951	0.43158177769969	0.389666721678564	0.357945244718507	0.463320544028472	0.630585797440237	0.428805767363345	0.752810263348431	0.44827784966363	0.400212245986423	0.427239912125527	0.442855300981833	0.373749339880832	0.419053473949441	0.444977257915622	0.279708697914772	0.462178906562988	0.395358007362894	0.452797624871647	0.473762012454955	0.451821354306446	0.425743115993097	0.564579974540955	0.459340954597312	0.538021474109412	0.416852188678335	0.434562243061654	0.371284199471036	0.464295398736671	0.523090913373073	0.419801460177051	0.413254991773754	0.397601566273328	0	0.3897315769357	0.427073625327443	0.415436967015952	0.458847521153354	0.420794813042605	0.643579242310073	0.352162634470971	0.410210695636736	1.0471975511966
P6	0.416609966045058	0.24794514724755	0.135318373085654	0.33756223490989	0.271810132792226	0.506173712144928	0.237833560914916	0.627954590931211	0.246364627632119	0.167980517781343	0.249405004956483	0.235972614176896	0.225415967419869	0.2138229421293	0.274577599944469	0.2560415272825	0.212044030348607	0.211945866238431	0.32968497717402	0.26467453033537	0.263377815192432	0.196832794151245	0.425647167373558	0.29151891792854	0.412657687916036	0.194270826350162	0.230581361606006	0.177614650276772	0.292723822262905	0.364018114213834	0.167986254684893	0.130354785476078	0.130000740819724	0.3897315769357	0	0.148977277309405	0.165322434646432	0.146025286004148	0.138576011848389	0.563689759268575	0.141975441855235	0.137850487593395	1.0471975511966
P7	0.475155760684313	0.240091272371985	0.132644234994411	0.357482775773844	0.321698758739859	0.520840071153313	0.238036112625783	0.679289697126427	0.244613249799413	0.176143904030875	0.237202865809618	0.220277328466108	0.279859630404658	0.232238448374227	0.283410852228052	0.303013608402377	0.18041871140154	0.204647137690659	0.360845196553558	0.270801016627646	0.261390031173423	0.183394170551961	0.484113954813717	0.311749718462858	0.453929351328432	0.175446787194446	0.219068342390145	0.202214457300116	0.296851032488509	0.339838700971226	0.146902592636494	0.137117113079882	0.128670104558052	0.427073625327443	0.148977277309405	0	0.177621112621894	0.153771329677031	0.150310419550956	0.606494239032488	0.154966698978468	0.189699064896347	1.0471975511966
P8	0.486676803382396	0.251384790091137	0.17961300255367	0.377200263544984	0.339102639513393	0.489177069048369	0.216586108924214	0.636106794033559	0.244398203843304	0.233235506394213	0.264353172496505	0.314869910385069	0.331719178772851	0.244637621614287	0.3104807638909	0.277737038189718	0.192111962645783	0.192442099514855	0.332352991490574	0.301512271422601	0.274080257587434	0.15650692480684	0.415932573454848	0.28965067129845	0.497165921729744	0.194344173748164	0.1328460978506	0.184194923007812	0.225965790612723	0.426679005189239	0.158531066000282	0.199535616877573	0.127339059225888	0.415436967015952	0.165322434646432	0.177621112621894	0	0.196847034143351	0.128754616681043	0.605212822608718	0.194262048247123	0.118495816053841	1.0471975511966
P2	0.497407296524547	0.325454718128797	0.19910934690117	0.38585314660671	0.311848091098763	0.570845767744927	0.282995819412059	0.648939315938692	0.262950979670027	0.183682472346242	0.297675179935186	0.230528510256006	0.291442927087993	0.276102737983734	0.331792929588919	0.32209144927733	0.23366893288826	0.244765292605928	0.389395490772221	0.336629154281381	0.34177350742073	0.209661949649462	0.45892707812596	0.332936348488119	0.453853280426655	0.209302742643004	0.253461994869836	0.230762757718227	0.318023588509902	0.392680782197558	0.213172710334048	0.171326075671636	0.17972480003718	0.458847521153354	0.146025286004148	0.153771329677031	0.196847034143351	0	0.17099291995888	0.574459384208508	0.22508646012067	0.192929012876908	1.0471975511966
P3	0.421852912558758	0.279811828240589	0.173439981260009	0.372666485905952	0.358906161963757	0.543677662182485	0.278539298992214	0.668861969147869	0.294782596923384	0.215380483347697	0.285938747175177	0.237169496102239	0.297473934265957	0.253130099671683	0.31645618230244	0.289944780722064	0.229535913200881	0.240973859356538	0.372756520046505	0.317507077590351	0.303858271141722	0.111407851044476	0.483179372967445	0.340751197174834	0.456708118361877	0.205709533601729	0.167026490913852	0.192260968170456	0.307010451820605	0.366827544162587	0.206845397340482	0.16142061725581	0.136597389471657	0.420794813042605	0.138576011848389	0.150310419550956	0.128754616681043	0.17099291995888	0	0.579908850697062	0.16067225532939	0.141607634377713	1.0471975511966
P9	0.618343853996043	0.598399724126568	0.530556145531147	0.509522266694053	0.42917286918711	0.705529699676887	0.542575207337498	0.403306263371058	0.501219882747604	0.511479154933626	0.583725872423533	0.570809295059512	0.476211368100297	0.556539184121323	0.581937719994376	0.510155328847009	0.59953768629409	0.505233702581191	0.472756742379277	0.565774475934085	0.594138311128257	0.582157694512333	0.558692492846704	0.531558531238012	0.407449397008638	0.525337616324808	0.591343936054965	0.494816646482928	0.634929207417908	0.706717850294739	0.572285153440744	0.524155154210956	0.549432556425681	0.643579242310073	0.563689759268575	0.606494239032488	0.605212822608718	0.574459384208508	0.579908850697062	0	0.559134230784347	0.564784803096591	1.0471975511966
P4	0.389285847542634	0.245804857347183	0.13122212325302	0.313752611796284	0.313637071243878	0.48448502561769	0.254940782279347	0.646847666773495	0.278243281262237	0.192571052190812	0.259918165390382	0.237685324594185	0.239260355485724	0.236573746718432	0.233381377019214	0.262136083154544	0.239160188133663	0.209018389994439	0.345422433917346	0.236039431220467	0.240289835415518	0.179819099870196	0.466179149777208	0.287356246079973	0.405373513760586	0.210045402936704	0.217436738189904	0.176758784290032	0.315196509617893	0.342047599899468	0.17402113188834	0.148272676674344	0.123997336129223	0.352162634470971	0.141975441855235	0.154966698978468	0.194262048247123	0.22508646012067	0.16067225532939	0.559134230784347	0	0.197755821111214	1.0471975511966
P5	0.458192664622499	0.231757017034728	0.158075423485793	0.354678233699688	0.280948907384903	0.486189453812387	0.230358328700852	0.609481730733914	0.233559345838347	0.199073705728787	0.230026701142376	0.315690564712418	0.28555769121532	0.186904910369554	0.307816296137551	0.251688929709274	0.188796615423848	0.178156475893265	0.297853984670719	0.292401377123533	0.267497036445674	0.186672825225877	0.393079742246907	0.272038475200857	0.451577602439121	0.181245473944679	0.204191095251511	0.15399091990965	0.232715691530144	0.419605033990583	0.180905024095173	0.188320893895761	0.136264746069076	0.410210695636736	0.137850487593395	0.189699064896347	0.118495816053841	0.192929012876908	0.141607634377713	0.564784803096591	0.197755821111214	0	1.0471975511966
N1	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	1.0471975511966	0
